Date,Start,End,Open,High,Low,Close,Volume,Market Cap,Detrended
2021-12-18,2021-12-18,2021-12-19,46163.40330431097,47244.37901098458,45609.08243460973,46871.01844345239,58797940995.60564,881039954959.2925,7186.544578267123
2021-12-17,2021-12-17,2021-12-18,47646.9818,47963.7901,45732.72929005191,46305.32715138494,57135221176.888885,889687060026.4575,6565.203405782093
2021-12-16,2021-12-16,2021-12-17,48858.9746,49286.25027501853,47550.3447,47709.1644,70100915925.33333,918209245783.986,7913.390773979576
2021-12-15,2021-12-15,2021-12-16,48356.78932068627,49462.2245210422,46663.5122,48787.2417,61369380949.333336,909423386548.5457,8935.818193561994
2021-12-14,2021-12-14,2021-12-15,46727.9998,48557.38323945045,46390.6713,48395.29567064738,67494313141.96516,891798583849.6898,8488.222283791794
2021-12-13,2021-12-13,2021-12-14,50071.27790345943,50165.28865656697,45948.4917,46745.6254,54139662683.36396,911084204454.5166,6782.902132726835
2021-12-12,2021-12-12,2021-12-13,49286.48758759578,50649.516258579046,48722.10314032189,50116.99176196779,46747982705.77778,936560918368.492,10098.618614277046
2021-12-11,2021-12-11,2021-12-12,47130.0125,49450.048176923,46987.9646,49286.3666307345,63290674631.11112,915574764208.5878,9212.343602626177
2021-12-10,2021-12-10,2021-12-11,47639.0447447972,49937.6627764127,47092.3307,47092.3307,98359015374.04878,911452189464.6232,6962.657791474092
2021-12-09,2021-12-09,2021-12-10,50460.03847818191,50743.73753230262,47382.0995,47834.99429351777,135905608860.44444,926809191291.6757,7649.671504574282
2021-12-08,2021-12-08,2021-12-09,50588.98583496979,51040.02507143525,48716.6321,50471.21695775764,128105784092.44444,949930410100.5088,10230.244288396578
2021-12-07,2021-12-07,2021-12-08,50520.54442016945,51898.3728,50164.918394520326,50559.947613629454,150922018929.77777,962760996130.9596,10263.325063850803
2021-12-06,2021-12-06,2021-12-07,49368.4935,50868.2329101133,47227.30325821477,50453.04698120852,165375344014.22223,921705766952.583,10100.774551012291
2021-12-05,2021-12-05,2021-12-06,49220.04600059723,49633.87158167943,47780.4392,49217.9124,136894367744.0,926804760642.7876,8809.990089386192
2021-12-04,2021-12-04,2021-12-05,53548.269,53793.5408,44648.3469,49014.11287550163,166195006606.22223,925178880076.1425,8550.540684470245
2021-12-03,2021-12-03,2021-12-04,56489.30065875455,57369.39984581016,52673.8928848244,53708.6772,114935573504.0,1054805699201.326,13189.455128551032
2021-12-02,2021-12-02,2021-12-03,57190.9823,57347.72285172319,55902.37062622721,56405.66892064036,133521653731.55556,1070203438582.3296,15830.796968773815
2021-12-01,2021-12-01,2021-12-02,56970.00719815786,58958.8099,56546.995566990525,57173.0795,127630261276.44444,1083292316966.7588,16542.557667715875
2021-11-30,2021-11-30,2021-12-01,57767.63040979108,58994.785,56059.045,57030.12565284342,111719410744.88889,1082408766734.0312,16343.953940141713
2021-11-29,2021-11-29,2021-11-30,57213.04314393833,58774.7867,56795.1008,57876.49423835674,104328491548.44444,1086833411519.1976,17134.67264523745
2021-11-28,2021-11-28,2021-11-29,54819.26739183301,57315.01653596297,53629.7311,57158.66834037815,72397988451.55556,1030718873999.6996,16361.196866841281
2021-11-27,2021-11-27,2021-11-28,53559.31317828634,55203.72320040463,53559.31317828634,54487.450221164974,85681165966.22223,1031832646506.476,13634.328867210526
2021-11-26,2021-11-26,2021-11-27,58913.59806474905,59120.010546789614,53660.19376229783,53663.60159320845,90868399886.22224,1051040419402.7274,12754.830358836414
2021-11-25,2021-11-25,2021-11-26,57193.1442,59332.884,57011.14864912526,58907.050757878096,85144802119.11111,1099471586191.521,17942.629643088483
2021-11-24,2021-11-24,2021-11-25,57531.14976857376,57693.8412,55970.38654281419,57103.4606,92075052088.88889,1071282953938.9489,16083.389604792806
2021-11-23,2021-11-23,2021-11-24,56257.89895787447,57831.81669667565,55778.0377576763,57672.52894264075,80273621447.11111,1074357246909.3882,16596.808067015976
2021-11-22,2021-11-22,2021-11-23,58711.913369104186,59060.9948,55688.9573,56369.5245,64891116995.13287,1082425278046.925,15238.15374395765
2021-11-21,2021-11-21,2021-11-22,59669.73597624479,59845.0003351791,58544.94992558603,58681.09230984937,54396801621.333336,1116084489219.4612,17494.071673389444
2021-11-20,2021-11-20,2021-11-21,58068.74519656945,59815.37361026729,57486.3794,59815.37361026729,61671238556.44444,1107213020711.4424,18572.703093389784
2021-11-19,2021-11-19,2021-11-20,56959.90006641718,58289.3682,55653.0576,58046.889146434674,98574108785.77776,1079380838316.2904,16748.568749139587
2021-11-18,2021-11-18,2021-11-19,60347.5863,60862.7211,56542.1638,56749.2716,86652421148.44444,1113747141785.6326,15395.301322287327
2021-11-17,2021-11-17,2021-11-18,60110.70413490989,60733.9861,58758.3434,60338.9249,96569006904.88889,1129909400493.669,18929.304741869746
2021-11-16,2021-11-16,2021-11-17,63609.9984,63609.9984,58904.4092,60189.9985,103183520369.77776,1147284421893.6094,18724.72846145217
2021-11-15,2021-11-15,2021-11-16,65499.742006672335,66263.20558395793,63539.59326805828,63715.76977568518,92914188431.21678,1228575749681.0222,22194.84985671976
2021-11-14,2021-11-14,2021-11-15,64385.1823,65255.04686152799,63622.5547,65255.04686152799,59249840056.64111,1216469725526.5378,23678.477062144993
2021-11-13,2021-11-13,2021-11-14,64173.738741554094,64849.96493727608,63412.85980752298,64471.04361778848,65339468068.57143,1208320622447.2634,22838.8239379879
2021-11-12,2021-11-12,2021-11-13,64774.2645010658,65379.9618,62434.00795821887,64315.36363608923,71878085660.44444,1210870198644.8486,22627.494075871073
2021-11-11,2021-11-11,2021-11-12,64933.599774562026,65579.54906232544,64198.97340220052,64800.36101601352,100838867968.0,1224666570146.1018,23056.841575377788
2021-11-10,2021-11-10,2021-11-11,66929.4511216068,68769.95536854053,63347.5012,64871.25216133435,82515809848.88889,1261663607351.0745,23072.082840281037
2021-11-09,2021-11-09,2021-11-10,67510.91942359522,68476.42017626218,66358.9336,66913.3364,87830965772.48781,1273517674317.1992,25058.51719852911
2021-11-08,2021-11-08,2021-11-09,63278.23163966085,67669.9704,63278.23163966085,67500.0247355689,74247256679.83217,1240714967085.5518,25589.555653680436
2021-11-07,2021-11-07,2021-11-08,61454.05234081732,63180.13308079259,61333.07987819493,63180.13308079259,51662948792.888885,1171208655889.8818,21214.014118486535
2021-11-06,2021-11-06,2021-11-07,60958.6657416197,61525.44862120709,60082.7512,61416.30848197429,67753831523.55556,1149465104139.7131,19394.53963925065
2021-11-05,2021-11-05,2021-11-06,61419.269642668994,62479.96391886812,60770.0089,61026.01799193046,78060530858.66667,1159811159095.9463,18948.599268789236
2021-11-04,2021-11-04,2021-11-05,62906.69418184757,63048.313016176886,60739.96193323109,61367.933830973,91063906304.0,1165914279822.193,19234.8652274142
2021-11-03,2021-11-03,2021-11-04,63167.43464969524,63445.54734337445,61652.60250796381,62941.48199104164,78078281728.0,1184712183020.6982,20752.76350706526
2021-11-02,2021-11-02,2021-11-03,60939.35965542524,64070.55688505595,60681.6216359717,63175.512385758026,74053887693.1568,1178743364765.8,20931.144021364067
2021-11-01,2021-11-01,2021-11-02,61290.081559988255,62368.25764054866,59674.61041196477,61065.0310670206,76192515527.11111,1155221485093.0742,18765.012822209064
2021-10-31,2021-10-31,2021-11-01,61855.94185870527,62379.077,60134.76189365619,61339.97564069321,74910356821.33333,1151926735422.165,18984.30751546409
2021-10-30,2021-10-30,2021-10-31,62225.01294938173,62225.01294938173,60859.72022685099,61661.28735236688,82731468344.88889,1161725647399.2468,19249.969346720187
2021-10-29,2021-10-29,2021-10-30,60599.65957349495,62945.44056558977,60340.723739313726,62220.293663782926,86787949710.22223,1160996948405.6438,19753.32577771865
2021-10-28,2021-10-28,2021-10-29,58437.9831,61940.1053,58239.8096,60438.74647138581,99674333809.77776,1135296673708.2756,17916.128704903953
2021-10-27,2021-10-27,2021-10-28,60332.0231,61445.13251579432,58299.98097610285,58681.0152,84438787370.66667,1121518780792.2908,16102.747553100562
2021-10-26,2021-10-26,2021-10-27,63072.745334829735,63270.58883383054,60055.9485,60396.4959,85019446769.77777,1174884097102.4255,17762.578372682983
2021-10-25,2021-10-25,2021-10-26,60883.77302258394,63682.7975,60714.96209182918,62989.54469958203,124336882773.33331,1180344974286.8982,20299.977291847426
2021-10-24,2021-10-24,2021-10-25,61330.0096,61410.0176,59653.1376945732,60849.61639879063,78674725788.44444,1144507013385.8325,18104.39911063845
2021-10-23,2021-10-23,2021-10-24,60690.28731420007,61723.89096650808,60130.010341058136,61238.6222,99046595242.66669,1151640556060.208,18437.755031430235
2021-10-22,2021-10-22,2021-10-23,62196.96438572152,63656.365580547885,60156.94243643504,60694.00000650834,105551377578.66669,1172124092074.4678,17837.482957520995
2021-10-21,2021-10-21,2021-10-22,65961.04976056097,66605.56915710909,62072.18130090652,62298.093007718286,114587804017.77776,1212679643295.3584,19385.926078313365
2021-10-20,2021-10-20,2021-10-21,64252.7263,66931.09229192653,63641.1954,65986.30293718613,97986327751.11111,1224181952163.0308,23018.486127363634
2021-10-19,2021-10-19,2021-10-20,62020.0126,64428.9705,61735.8207,64217.0839,85006746873.66785,1182180787104.1194,21193.61720975992
2021-10-18,2021-10-18,2021-10-19,61543.26469764322,62548.00970571279,60293.98,61953.2331,98838596113.9021,1164673652771.048,18874.11652934234
2021-10-17,2021-10-17,2021-10-18,60867.89483798279,61582.25155249131,59381.23162795885,61582.25155249131,99027803955.2,1146551557538.9685,18447.485101416067
2021-10-16,2021-10-16,2021-10-17,61698.03021926293,62339.3663,60217.2594449329,60860.89183706596,120671026625.1228,1154753101204.413,17670.475505573137
2021-10-15,2021-10-15,2021-10-16,57312.383791730215,62563.01739416664,56896.811944093984,61526.33413298988,86118647815.1359,1128342374834.0957,18280.26792107948
2021-10-14,2021-10-14,2021-10-15,57385.8884,58392.5231,56931.28418447166,57351.7384160736,74616135622.106,1085970068063.6174,14050.022323745608
2021-10-13,2021-10-13,2021-10-14,56030.57101118398,57686.24038342665,54357.84561609443,57357.6067,87099681979.49295,1056253205676.8024,14000.24072725443
2021-10-12,2021-10-12,2021-10-13,57399.22646992879,57556.70059541713,54375.79372451293,56035.85825462517,106240113166.62856,1066872557318.1188,12622.842401462025
2021-10-11,2021-10-11,2021-10-12,54695.9213,57736.51717173116,54559.1573,57399.22646992879,101108074300.60776,1067886941557.1184,13930.560736348067
2021-10-10,2021-10-10,2021-10-11,54926.17141243465,56211.9658,54267.53883894168,54689.5713,85188122481.77777,1038986399008.8298,11165.2556860017
2021-10-09,2021-10-09,2021-10-10,53962.199,55386.05414572558,53800.0415,55102.17221375232,77278436707.55556,1030962211132.8712,11522.206719336435
2021-10-08,2021-10-08,2021-10-09,53781.69777700771,55945.81378600629,53695.4158,53892.9323,83169587982.22223,1025574001390.9802,10257.316925166539
2021-10-07,2021-10-07,2021-10-08,55315.91067459052,55315.91067459052,53519.69322587221,53809.13817103468,88802412237.1568,1023645531853.3004,10117.872915783642
2021-10-06,2021-10-06,2021-10-07,51500.05703123766,55556.80394454456,50416.72832611669,55385.44519072514,77199761550.22223,996348281000.7874,11638.530055056515
2021-10-05,2021-10-05,2021-10-06,49273.7109,51785.31599248661,49066.91559562994,51545.04936807646,68596958151.11112,942701045366.051,7742.484351990257
2021-10-04,2021-10-04,2021-10-05,48186.6468,49425.78169188632,47004.98982247337,49176.7613,60738746936.888885,906668798743.1595,5318.546403496213
2021-10-03,2021-10-03,2021-10-04,47674.371041951264,49163.399147836935,47217.72131584826,48144.1454,47566767232.0,903971729927.2576,4230.28062307863
2021-10-02,2021-10-02,2021-10-03,48147.56862983762,48247.9417,47467.838800034144,47710.5155,60614023324.44444,900563548592.7812,3741.000842661051
2021-10-01,2021-10-01,2021-10-02,43767.70376956216,48388.03601549551,43346.020431900426,48080.37283833829,63060539363.55556,866976038908.8212,4055.208300581762
2021-09-30,2021-09-30,2021-10-01,41536.5941,44032.2945,41466.71241638355,43797.59220008473,54175087118.22222,814537665339.7875,-283.2222180893805
2021-09-29,2021-09-29,2021-09-30,41004.5985,42564.9902,40902.2538,41543.6399,50405842857.76842,787462238462.2686,-2592.824398591685
2021-09-28,2021-09-28,2021-09-29,42111.843282596186,42732.0151,40909.3105,40909.3105,51750097181.0696,789471244170.2424,-3282.8036790092665
2021-09-27,2021-09-27,2021-09-28,43204.9623,44237.908838291645,42262.0159,42278.30996239119,51031440797.95744,819023980137.4597,-1969.4540970356538
2021-09-26,2021-09-26,2021-09-27,42670.363350986,43740.0173,40775.9248,43209.8655,46581943142.18026,804930001509.4299,-1093.5484398444241
2021-09-25,2021-09-25,2021-09-26,42803.6421,42964.07263816654,41707.48748483822,42718.93784111034,66894799872.0,801353904599.7079,-1640.1259791516713
2021-09-24,2021-09-24,2021-09-25,44863.4232,45032.8886,40926.9377,42748.0353,68753344062.43903,811470261987.5878,-1666.678400679586
2021-09-23,2021-09-23,2021-09-24,43536.03810136663,44908.0991,43121.9541,44844.228,67141167914.66666,829450862936.5131,373.8644189028273
2021-09-22,2021-09-22,2021-09-23,40718.9889,43928.4276,40718.9889,43579.97297674777,101514436494.22224,800930040691.0375,-946.0404847669852
2021-09-21,2021-09-21,2021-09-22,42832.2783,43525.1413,39870.47917463654,40538.4344,85540318435.55556,798979735863.0315,-4043.228941932335
2021-09-20,2021-09-20,2021-09-21,47236.5087,47236.5087,42569.40613660758,42966.0101,72526282808.88889,840040904099.3094,-1671.3031223499129
2021-09-19,2021-09-19,2021-09-20,48310.0679,48349.9686,46969.9883,47201.5018,51351781646.22222,898130000198.3296,2508.538697232507
2021-09-18,2021-09-18,2021-09-19,47281.1175,48748.5343,47095.6628,48210.7774,52242868759.19164,907532428987.4512,3462.1644168149287
2021-09-17,2021-09-17,2021-09-18,47762.1245,48128.16428583941,46871.8919,47197.5518,53341337585.77778,895175270898.0076,2393.288936397352
2021-09-16,2021-09-16,2021-09-17,48150.0101,48445.8989,47028.2465,47816.2504,59031345166.22222,901061187442.5304,2956.337655979769
2021-09-15,2021-09-15,2021-09-16,47068.4868,48406.6771,46779.27564701221,48092.9703,68721306040.88889,894934521116.1719,3177.4076755621863
2021-09-14,2021-09-14,2021-09-15,44932.42345725818,47173.6667,44836.9850911291,47012.9104,77498384326.91289,866007100849.4642,2041.6978951446072
2021-09-13,2021-09-13,2021-09-14,46057.4156,46249.98932231482,43389.23248465574,44990.02141158837,65135996771.55556,842638247793.9503,-36.84097368460061
2021-09-12,2021-09-12,2021-09-13,45136.6393,46381.79224994456,44759.75497477412,46058.0015,48187149198.22222,858416002994.9508,975.4892343094398
2021-09-11,2021-09-11,2021-09-12,44852.1612,45910.01636659036,44808.3803,45096.0509,55353657422.49477,853423500160.2244,-42.111246108135674
2021-09-10,2021-09-10,2021-09-11,46376.4646,47022.950323068086,44238.2997,44833.0831,55572355650.006966,863815094640.0983,-360.7289265257132
2021-09-09,2021-09-09,2021-09-10,46051.3805,47214.44557637082,45638.965161045024,46319.9526,67899230933.333336,873008832613.6353,1070.4906930567013
2021-09-08,2021-09-08,2021-09-09,46778.3093,47282.8692,44516.4766,45972.9463,106991221447.11111,870520273386.5895,667.8345126391287
2021-09-07,2021-09-07,2021-09-08,52668.6218,52871.6858,43753.2266,46881.9971,82249292259.55556,939586811268.7076,1521.235432221547
2021-09-06,2021-09-06,2021-09-07,51747.2295,52707.1749,50987.3603,52639.2443,59320284405.1831,973527553044.1613,7222.832751803966
2021-09-05,2021-09-05,2021-09-06,49914.7482695526,51832.9458,49488.1832,51698.7267,53857252209.77778,946435855097.4442,6226.665271386388
2021-09-04,2021-09-04,2021-09-05,50001.53053773124,50525.7903,49515.9757,49974.09727500616,66721901411.55556,941241509428.4312,4446.385965974965
2021-09-03,2021-09-03,2021-09-04,49289.8967,50999.9809,48483.7843,49987.63656811707,75273290555.76306,938164581711.41,4404.275378668295
2021-09-02,2021-09-02,2021-09-03,48829.9747,50315.56810299959,48713.4627,49318.558,68777141351.47038,933396767980.5056,3679.5469301336416
2021-09-01,2021-09-01,2021-09-02,47131.564,48930.0114,46549.0158,48744.6322,60738599082.66666,896181279580.8884,3049.971249716058
2021-08-31,2021-08-31,2021-09-01,46973.534,48071.288861060406,46721.1751,47225.2696,56943712625.77778,889195144813.9353,1474.9587692984787
2021-08-30,2021-08-30,2021-08-31,48763.4158,48822.33168422843,46972.978,47020.6765,48179454137.533104,903670570540.5294,1214.7157888809015
2021-08-29,2021-08-29,2021-08-30,48879.928,49549.8061,48002.0103,48876.7643,48229478485.63066,914254355209.1456,3015.1537084633237
2021-08-28,2021-08-28,2021-08-29,49042.1753,49255.7015,48483.4611,48864.0249,53492946569.01408,918698539920.8688,2946.764428045739
2021-08-27,2021-08-27,2021-08-28,46838.8608,49075.8157,46359.9806,49005.9495,57376285724.44444,896916691457.4386,3033.0391476281657
2021-08-26,2021-08-26,2021-08-27,48987.1091,49327.9881,46471.708,47130.6185,63803503262.77352,889986412584.5696,1102.058267210581
2021-08-25,2021-08-25,2021-08-26,47680.9414,49158.38949410668,47167.0213,48939.9658,60151994652.44444,906908256405.464,2855.7556867930034
2021-08-24,2021-08-24,2021-08-25,49540.1129,49828.03845186318,47734.0314,47734.0314,65083046847.552444,919046656036.4778,1594.1714063754189
2021-08-23,2021-08-23,2021-08-24,49279.95149462958,50444.79608877101,49095.00496472142,49486.4032,63427233891.55556,937077207548.4132,3290.8933259578407
2021-08-22,2021-08-22,2021-08-23,48845.54568147114,49451.46797148415,48231.35190956754,49223.9471176446,54305803374.60627,918252636933.9546,2972.787363184856
2021-08-21,2021-08-21,2021-08-22,49307.45728783004,49685.0916,48344.5907,49000.4242,66932790903.52613,920956990033.8217,2693.614565122676
2021-08-20,2021-08-20,2021-08-21,46753.2071,49290.63142292472,46669.4994,49270.61314785449,64823787278.22222,897465475109.4467,2908.153632559588
2021-08-19,2021-08-19,2021-08-20,44752.5042,46907.19985180653,43977.69169510481,46666.8683,57015323932.44444,849460246207.7261,248.75890428751882
2021-08-18,2021-08-18,2021-08-19,44681.517,45892.6758,44342.7328,44856.0324,74813786339.55556,847896521850.9545,-1617.7268761300656
2021-08-17,2021-08-17,2021-08-18,45942.6024,47029.59826076956,44569.5598,44569.5598,76216552899.13287,863499932236.137,-1959.8493565476383
2021-08-16,2021-08-16,2021-08-17,47056.2741,47968.2045,45669.48158944567,45906.7425,66521713774.60627,881240961277.8623,-678.3165369652197
2021-08-15,2021-08-15,2021-08-16,47056.9824,47320.043,45608.9681,47057.4919,60388411064.888885,871847138944.4528,416.7829826172019
2021-08-14,2021-08-14,2021-08-15,47794.48831430701,48083.78692929995,46151.3639764997,47053.5097,63747047793.77778,884526105404.9858,357.1509021996171
2021-08-13,2021-08-13,2021-08-14,44399.9813,47799.9721162026,44259.2683,47799.9721162026,66684585358.22222,867420364756.2206,1047.9634379846393
2021-08-12,2021-08-12,2021-08-13,45554.7756,46204.28380663769,43889.5745,44434.3365,80625549752.88889,843658955881.7134,-2373.3220586355455
2021-08-11,2021-08-11,2021-08-12,45587.99083134722,46698.7934,45384.81716819167,45670.172,65924957909.333336,865313524334.5142,-1193.1364390531307
2021-08-10,2021-08-10,2021-08-11,46306.06842726559,46510.71610335903,44647.9385,45543.91666426932,72283654172.44444,856134898662.8064,-1375.0416552013849
2021-08-09,2021-08-09,2021-08-10,43793.24565396788,46433.78513251518,42875.91536457145,46265.47427585355,74184672056.88889,842714141698.1423,-709.133924034737
2021-08-08,2021-08-08,2021-08-09,44598.25,45262.10928386794,43332.65926046612,43780.238803238186,75737447466.66667,832151493680.0063,-3250.0192770676804
2021-08-07,2021-08-07,2021-08-08,42775.45632742099,44665.77153480004,42690.12645090558,44665.77153480004,74440143148.75525,817328586551.6235,-2420.1364259234033
2021-08-06,2021-08-06,2021-08-07,40863.395308199055,42997.39,39960.03693014494,42792.78790278553,70411983530.66667,776250570813.4419,-4348.769938355494
2021-08-05,2021-08-05,2021-08-06,39740.02633556848,41286.96,37462.49609672439,40849.95098301631,59042920661.333336,740145761053.042,-6347.256738542295
2021-08-04,2021-08-04,2021-08-05,38200.89,39940.046053650265,37616.06,39772.47169848371,55749176732.44444,726853585219.335,-7480.385903492475
2021-08-03,2021-08-03,2021-08-04,39178.21564058625,39651.208089723885,37817.15,38255.05,58660971022.22222,722087350783.2268,-9053.457482393766
2021-08-02,2021-08-02,2021-08-03,39918.956774115344,40368.21,38759.76,39153.01029453657,66317530652.44444,743370673763.2362,-8211.147068274775
2021-08-01,2021-08-01,2021-08-02,41582.55975573064,42475.97428551915,39657.24642908222,40120.70071620807,58507194382.22222,778532262681.4545,-7299.106527020856
2021-07-31,2021-07-31,2021-08-01,42278.66,42278.66,41142.88,41700.996741679664,73216348003.55556,781288809337.9387,-5774.460381966848
2021-07-30,2021-07-30,2021-07-31,39990.47,42094.78,38371.28193158816,42094.78,58156415288.888885,743518127668.9724,-5436.327004064093
2021-07-29,2021-07-29,2021-07-30,40016.36,40542.05,39339.65928172077,39993.53,71065073251.55556,747876722584.4337,-7593.226884481672
2021-07-28,2021-07-28,2021-07-29,39454.99,40816.35,38937.84,39999.97,86298185116.44444,747991262254.2721,-7642.436764899248
2021-07-27,2021-07-27,2021-07-28,37292.76,39204.3,36462.03,39184.61,88056814919.11111,706886857254.6987,-8513.446645316828
2021-07-26,2021-07-26,2021-07-27,35340.07,40497.987881956826,35321.9,37211.42,84057801560.30663,718521334086.5028,-10542.28652573441
2021-07-25,2021-07-25,2021-07-26,34245.83566585404,35244.4,33899.69546825606,35227.35,40433578091.03833,644752032173.7955,-12582.006406151988
2021-07-24,2021-07-24,2021-07-25,33577.412875668226,34484.24,33432.42030910474,34211.77,48296097848.888885,635148001917.1866,-13653.236286569569
2021-07-23,2021-07-23,2021-07-24,32293.94,33506.09381526193,32075.86308172612,33506.09381526193,43696585344.0,609309809498.1527,-14414.562351725224
2021-07-22,2021-07-22,2021-07-23,32129.59,32489.11,31734.31,32338.55,54591578894.22222,602767264602.4695,-15637.756047404731
2021-07-21,2021-07-21,2021-07-22,29801.49,32766.056556760603,29541.54,32142.94,50268395206.020905,585072482636.4813,-15889.015927822311
2021-07-20,2021-07-20,2021-07-21,30813.64,30944.29,29354.71,29759.93,47087937607.11112,559670772835.0381,-18327.675808239896
2021-07-19,2021-07-19,2021-07-20,31771.72,31882.70299300493,30553.73,30851.95,36608378154.66666,584947899229.4613,-17291.305688657474
2021-07-18,2021-07-18,2021-07-19,31513.0,32372.27,31309.97,31813.0,35431331811.55556,595821087426.8726,-16385.905569075054
2021-07-17,2021-07-17,2021-07-18,31382.29,31887.17,31207.82,31570.17,39981969159.11112,591794208880.108,-16684.385449492635
2021-07-16,2021-07-16,2021-07-17,31750.78,32181.79523298679,31110.21246522186,31385.55,54022773717.333336,595476652907.6882,-16924.655329910212
2021-07-15,2021-07-15,2021-07-16,32824.58580697245,33141.4,31206.51,31641.44704569291,55759464576.0,602118163097.9523,-16724.408164634882
2021-07-14,2021-07-14,2021-07-15,32716.294205447684,33046.03,31717.78,32776.13963032397,47348114517.333336,609145086950.1443,-15645.365460421403
2021-07-13,2021-07-13,2021-07-14,33149.98568281925,33285.78218348404,32272.67,32567.5725146342,54416065045.333336,616022524218.3737,-15909.582456528748
2021-07-12,2021-07-12,2021-07-13,34224.74265607296,34561.15,32707.30430790753,33219.35200045253,59765045361.77778,631940462199.149,-15313.452851128008
2021-07-11,2021-07-11,2021-07-12,33511.516538868185,34534.33,33324.92,34249.77403858005,55801800860.98955,633661622140.1879,-14338.680693418064
2021-07-10,2021-07-10,2021-07-11,33813.49466999722,34215.51588030548,33139.69,33548.81732712989,66022713756.44444,631995994564.4569,-15095.287285285813
2021-07-09,2021-07-09,2021-07-10,32896.810313652815,34037.427728945564,32321.36,33866.19638187796,76918683136.0,621900214874.874,-14833.558110955317
2021-07-08,2021-07-08,2021-07-09,33868.6928871052,33868.6928871052,32094.25,32837.96027303372,66246736881.77778,616771714032.4019,-15917.444100217137
2021-07-07,2021-07-07,2021-07-08,34220.71216933979,34955.62,33861.407403545745,33867.4651242288,57955368704.0,647785958079.9614,-14943.589129439635
2021-07-06,2021-07-06,2021-07-07,33691.165289937635,35046.03,33648.66117575969,34106.80638064917,61017993116.44444,640276009207.8153,-14759.897753436846
2021-07-05,2021-07-05,2021-07-06,35308.197876200415,35308.197876200415,33125.6,33866.5447497376,50617003704.888885,639199767237.0688,-15055.809264765994
2021-07-04,2021-07-04,2021-07-05,34674.43978745392,35920.38,34400.028673034234,35312.38754419704,38805155754.66666,661282250051.1537,-13665.616350724136
2021-07-03,2021-07-03,2021-07-04,33803.88375786083,34884.82,33402.3,34698.303128850115,40253461668.6993,642886925899.2306,-14335.350646488638
2021-07-02,2021-07-02,2021-07-03,33504.93,33861.64,32781.64959335166,33846.0070871488,53898509084.44444,623898253988.0905,-15243.29656860754
2021-07-01,2021-07-01,2021-07-02,35019.704840893464,35019.704840893464,32869.753475597005,33628.67,55957183184.72474,632116199377.6344,-15516.28353617392
2021-06-30,2021-06-30,2021-07-01,35857.88199958372,36081.62982893417,34140.02,35060.428966375206,57470426222.60627,654591266167.6809,-14140.174450216291
2021-06-29,2021-06-29,2021-06-30,34472.11,36469.99821320573,34266.76,35840.386468477736,58783976277.333336,666182520524.9314,-13415.866828531347
2021-06-28,2021-06-28,2021-06-29,34622.0,35103.5689027737,33989.95,34439.12,56438771250.47888,646021908096.8179,-14872.78317742666
2021-06-27,2021-06-27,2021-06-28,32274.97,34579.03,32102.58,34579.03,60510865624.33803,619229331443.3882,-14788.523057844242
2021-06-26,2021-06-26,2021-06-27,31664.78879176883,32618.305142274185,30193.54341627195,31858.58,68428884822.56115,589940076929.734,-17564.62293826182
2021-06-25,2021-06-25,2021-06-26,34662.83097443469,35441.65067422763,31355.44,31708.50892795173,60748465087.552444,625649652814.0149,-17770.34389072767
2021-06-24,2021-06-24,2021-06-25,33612.34,35176.73449996341,32324.01,34580.351177004355,60517323379.73946,631375005549.927,-14954.151522092623
2021-06-23,2021-06-23,2021-06-24,32470.84,34720.77,31769.26,33646.15,96666188116.1272,632330156621.0592,-15944.002579514556
2021-06-22,2021-06-22,2021-06-23,31694.01,33282.26977572051,28899.97,32366.97,97091051263.10802,599557521030.0839,-17278.832459932135
2021-06-21,2021-06-21,2021-06-22,35677.32936814285,35677.32936814285,31297.75,31606.39,78609740781.77936,621632197016.7451,-18095.062340349723
2021-06-20,2021-06-20,2021-06-21,35548.68,35906.57,33457.077021727666,35648.517163470904,55193357752.888885,657157712382.2627,-14108.585057296397
2021-06-19,2021-06-19,2021-06-20,35727.16,36292.91,34857.74,35635.38,62826737678.22222,669780574179.8792,-14177.372101184883
2021-06-18,2021-06-18,2021-06-19,38026.05,38128.36,35220.87737784982,35577.47,61575865500.44444,693100773044.2577,-14290.931981602465
2021-06-17,2021-06-17,2021-06-18,38340.491312015176,39522.52,37537.71,38082.08,69040871645.21254,723367484384.6147,-11841.971862020044
2021-06-16,2021-06-16,2021-06-17,40160.01,40438.51172521411,38188.00621438215,38290.04331721751,64077215237.35191,738603361115.7217,-11689.658425220114
2021-06-15,2021-06-15,2021-06-16,40527.71,41267.29017451398,39656.74024513181,40204.51,72036187548.44444,753254894034.2947,-9830.841622855201
2021-06-14,2021-06-14,2021-06-15,39106.54,40920.03,38785.32,40499.97,76608277489.77777,742966801820.6522,-9591.031503272781
2021-06-13,2021-06-13,2021-06-14,35506.77,39356.80281939799,34842.27,38990.0,57312107534.22222,681338537450.4958,-11156.651383690361
2021-06-12,2021-06-12,2021-06-13,37328.2,37328.2,34749.956995269495,35538.3,63889684892.44444,668970872519.4016,-14664.001264107937
2021-06-11,2021-06-11,2021-06-12,36646.86,37565.99,36061.67,37200.35,65346487153.77778,692821940181.2349,-13057.60114452552
